anime_id,name,genre,type,episodes,rating,members,popularity_tier,episode_bucket,is_highly_rated,genre_list
4765,Gunslinger Girl: Il Teatrino OVA,"Action, Drama, Military, Sci-Fi",OVA,2.0,7.13,15785,Moderate,Short,0,"['Action', 'Drama', 'Military', 'Sci-Fi']"
2997,Hi no Tori: Houou-hen,"Drama, Fantasy, Historical",Movie,1.0,7.13,1323,Niche,Single,0,"['Drama', 'Fantasy', 'Historical']"
8630,Hidan no Aria,"Action, Comedy, Romance, School",TV,12.0,7.13,171888,Popular,Short,0,"['Action', 'Comedy', 'Romance', 'School']"
23425,Karneval Specials,Comedy,Special,11.0,7.13,4415,Niche,Short,0,['Comedy']
2335,Kenyuu Densetsu Yaiba,"Action, Comedy, Fantasy, Martial Arts, Shounen",TV,52.0,7.13,5158,Niche,Long,0,"['Action', 'Comedy', 'Fantasy', 'Martial Arts', 'Shounen']"
2403,Kodomo no Jikan (TV),"Comedy, Ecchi, School",TV,12.0,7.13,63348,Moderate,Short,0,"['Comedy', 'Ecchi', 'School']"
8876,Koe de Oshigoto! The Animation,"Comedy, Ecchi, Seinen",OVA,2.0,7.13,57466,Moderate,Short,0,"['Comedy', 'Ecchi', 'Seinen']"
31815,"Kono Danshi, Mahou ga Oshigoto Desu.","Fantasy, Magic, Shounen Ai",TV,4.0,7.13,9961,Niche,Short,0,"['Fantasy', 'Magic', 'Shounen Ai']"
1384,Kyuuketsuhime Miyu,"Action, Demons, Drama, Horror, Vampire",OVA,4.0,7.13,11019,Moderate,Short,0,"['Action', 'Demons', 'Drama', 'Horror', 'Vampire']"
1138,Medarot,"Adventure, Comedy, Sci-Fi, Shounen",TV,52.0,7.13,30148,Moderate,Long,0,"['Adventure', 'Comedy', 'Sci-Fi', 'Shounen']"
22071,Mikakunin de Shinkoukei: Mite. Are ga Watashitachi no Tomatteiru Ryokan yo.,"Comedy, Romance, Slice of Life",Special,1.0,7.13,19538,Moderate,Single,0,"['Comedy', 'Romance', 'Slice of Life']"
3656,Monochrome Factor,"Action, Shounen Ai, Supernatural",TV,24.0,7.13,36517,Moderate,Standard,0,"['Action', 'Shounen Ai', 'Supernatural']"
3136,Ochamegami Monogatari: Korokoro Pollon,"Comedy, Magic, Parody",TV,46.0,7.13,1049,Niche,Long,0,"['Comedy', 'Magic', 'Parody']"
9798,Pandane to Tamago-hime,"Adventure, Fantasy",Movie,1.0,7.13,1995,Niche,Single,0,"['Adventure', 'Fantasy']"
7695,Pokemon Diamond & Pearl: Genei no Hasha Zoroark,"Action, Adventure, Fantasy, Kids",Movie,1.0,7.13,24575,Moderate,Single,0,"['Action', 'Adventure', 'Fantasy', 'Kids']"
10276,Prince of Tennis: Mini Theater,Comedy,Special,3.0,7.13,3010,Niche,Short,0,['Comedy']
10819,Ranma ½: Tendou-ke no Oyobidenai Yatsura!,"Comedy, Martial Arts, Slice of Life",Special,1.0,7.13,2077,Niche,Single,0,"['Comedy', 'Martial Arts', 'Slice of Life']"
12137,Robotica*Robotics,"Psychological, Sci-Fi, Shounen Ai, Slice of Life",OVA,1.0,7.12,5769,Niche,Single,0,"['Psychological', 'Sci-Fi', 'Shounen Ai', 'Slice of Life']"
1258,Saint Seiya: Kamigami no Atsuki Tatakai,"Adventure, Sci-Fi, Shounen",Movie,1.0,7.13,8894,Niche,Single,0,"['Adventure', 'Sci-Fi', 'Shounen']"
30649,Shin Atashin'chi,"Comedy, Slice of Life",TV,26.0,7.14,1202,Niche,Standard,0,"['Comedy', 'Slice of Life']"
30363,Shinmai Maou no Testament Burst,"Action, Demons, Ecchi, Fantasy, Harem, Romance",TV,10.0,7.13,93293,Moderate,Short,0,"['Action', 'Demons', 'Ecchi', 'Fantasy', 'Harem', 'Romance']"
33433,Shuumatsu no Izetta,"Action, Historical, Military",TV,12.0,7.12,74026,Moderate,Short,0,"['Action', 'Historical', 'Military']"
2604,Sky Girls,"Mecha, Military, Sci-Fi",TV,26.0,7.13,17115,Moderate,Standard,0,"['Mecha', 'Military', 'Sci-Fi']"
12321,Thermae Romae,"Comedy, Historical, Seinen",TV,3.0,7.13,13444,Moderate,Short,0,"['Comedy', 'Historical', 'Seinen']"
6941,Toriko: Jump Super Anime Tour 2009 Special,"Action, Adventure, Comedy, Shounen, Super Power",Special,1.0,7.13,4650,Niche,Single,0,"['Action', 'Adventure', 'Comedy', 'Shounen', 'Super Power']"
961,Virtua Fighter,"Action, Adventure, Comedy, Martial Arts, Shounen",TV,35.0,7.13,3875,Niche,Long,0,"['Action', 'Adventure', 'Comedy', 'Martial Arts', 'Shounen']"
4773,Yamato Takeru,"Action, Adventure, Fantasy, Magic, Mecha, Sci-Fi, Shounen, Space",TV,37.0,7.13,883,Niche,Long,0,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Mecha', 'Sci-Fi', 'Shounen', 'Space']"
4094,Batman: Gotham Knight,"Action, Adventure, Martial Arts",OVA,6.0,7.12,15958,Moderate,Short,0,"['Action', 'Adventure', 'Martial Arts']"
7366,"Boku no Chikyuu wo Mamotte: Alice kara, Rin-kun e","Drama, Romance, Sci-Fi, Shoujo",Movie,1.0,7.12,880,Niche,Single,0,"['Drama', 'Romance', 'Sci-Fi', 'Shoujo']"
2124,Code Geass: Hangyaku no Lelouch Recaps,"Action, Mecha, Military, School, Super Power",Special,2.0,7.12,23194,Moderate,Short,0,"['Action', 'Mecha', 'Military', 'School', 'Super Power']"
15037,Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,"Horror, Mystery",OVA,4.0,7.12,126699,Popular,Short,0,"['Horror', 'Mystery']"
5071,Croket!,"Action, Adventure, Comedy, Fantasy",TV,52.0,7.12,310,Niche,Long,0,"['Action', 'Adventure', 'Comedy', 'Fantasy']"
10418,Deadman Wonderland OVA,"Action, Horror, Sci-Fi",OVA,1.0,7.12,78878,Moderate,Single,0,"['Action', 'Horror', 'Sci-Fi']"
3561,Dennou Boukenki Webdiver,"Adventure, Mecha, Sci-Fi, Shounen",TV,52.0,7.12,876,Niche,Long,0,"['Adventure', 'Mecha', 'Sci-Fi', 'Shounen']"
30988,Futsuu no Joshikousei ga [Locodol] Yattemita. OVA,"Comedy, Seinen",OVA,2.0,7.12,4122,Niche,Short,0,"['Comedy', 'Seinen']"
507,Gravitation: Lyrics of Love,"Comedy, Romance, Shoujo, Shounen Ai",OVA,2.0,7.12,22015,Moderate,Short,0,"['Comedy', 'Romance', 'Shoujo', 'Shounen Ai']"
24457,Houkago no Ouji-sama,"Comedy, School, Shounen, Sports",Special,5.0,7.13,1199,Niche,Short,0,"['Comedy', 'School', 'Shounen', 'Sports']"
18097,Inazuma Eleven Go: Galaxy,"Shounen, Sports, Super Power",TV,43.0,7.11,9258,Niche,Long,0,"['Shounen', 'Sports', 'Super Power']"
358,"Iriya no Sora, UFO no Natsu","Drama, Romance, Sci-Fi",OVA,6.0,7.12,18254,Moderate,Short,0,"['Drama', 'Romance', 'Sci-Fi']"
9041,IS: Infinite Stratos,"Action, Comedy, Harem, Mecha, Sci-Fi",TV,12.0,7.12,254543,Popular,Short,0,"['Action', 'Comedy', 'Harem', 'Mecha', 'Sci-Fi']"
10794,IS: Infinite Stratos Encore - Koi ni Kogareru Rokujuusou,"Action, Comedy, Harem, Mecha, Sci-Fi",OVA,1.0,7.12,56577,Moderate,Single,0,"['Action', 'Comedy', 'Harem', 'Mecha', 'Sci-Fi']"
4082,Kaibutsu Oujo: Konsui Oujo,"Comedy, Horror, Supernatural",Special,1.0,7.12,7362,Niche,Single,0,"['Comedy', 'Horror', 'Supernatural']"
33490,Kaitou Joker 4th Season,"Adventure, Comedy, Mystery, Shounen",TV,,7.12,1178,Niche,Unknown,0,"['Adventure', 'Comedy', 'Mystery', 'Shounen']"
968,Kakutou Bijin Wulong: Rebirth,"Action, Comedy, Martial Arts, School, Shounen",TV,25.0,7.12,1895,Niche,Standard,0,"['Action', 'Comedy', 'Martial Arts', 'School', 'Shounen']"
20039,Kill Me Baby: Butsuzou Kegatte Nise Halloween,"Comedy, School",OVA,1.0,7.12,7171,Niche,Single,0,"['Comedy', 'School']"
5834,Kyojin no Hoshi,"Drama, Sports",TV,182.0,7.12,729,Niche,Very Long,0,"['Drama', 'Sports']"
30896,Love Live! School Idol Project: μ's →NEXT LoveLive! 2014 - Endless Parade Encore Animation,Comedy,Special,1.0,7.13,1733,Niche,Single,0,['Comedy']
6182,Maihime,"Drama, Historical, Romance",OVA,1.0,7.12,1120,Niche,Single,0,"['Drama', 'Historical', 'Romance']"
1916,Mobile Suit Gundam MS IGLOO: Apocalypse 0079,"Mecha, Military, Sci-Fi, Space",OVA,3.0,7.12,7862,Niche,Short,0,"['Mecha', 'Military', 'Sci-Fi', 'Space']"
1137,Mushrambo,"Adventure, Drama, Fantasy, Sci-Fi, Shounen",TV,32.0,7.12,8722,Niche,Long,0,"['Adventure', 'Drama', 'Fantasy', 'Sci-Fi', 'Shounen']"
2084,NG Knight Ramune & 40,"Adventure, Comedy, Fantasy, Mecha, Shounen",TV,38.0,7.12,1056,Niche,Long,0,"['Adventure', 'Comedy', 'Fantasy', 'Mecha', 'Shounen']"
6219,Nijiiro Hotaru: Eien no Natsuyasumi,"Fantasy, Romance, Slice of Life",Movie,1.0,7.12,3523,Niche,Single,0,"['Fantasy', 'Romance', 'Slice of Life']"
32553,Nisekoi: OVA,"Comedy, Harem, Romance, School, Shounen",OVA,2.0,7.12,17022,Moderate,Short,0,"['Comedy', 'Harem', 'Romance', 'School', 'Shounen']"
2570,Ochame na Futago: Claire Gakuin Monogatari,"Comedy, Historical, Kids, School, Shoujo, Slice of Life",TV,26.0,7.12,1228,Niche,Standard,0,"['Comedy', 'Historical', 'Kids', 'School', 'Shoujo', 'Slice of Life']"
15807,Ro-Kyu-Bu!: Tomoka no Ichigo Sundae,"Comedy, Ecchi, School, Sports",OVA,1.0,7.12,10122,Moderate,Single,0,"['Comedy', 'Ecchi', 'School', 'Sports']"
9716,Rurouni Kenshin: Review Special,"Action, Comedy, Samurai, Shounen",Special,1.0,7.12,3323,Niche,Single,0,"['Action', 'Comedy', 'Samurai', 'Shounen']"
10592,Scryed Alteration I: Tao,"Action, Adventure, Sci-Fi, Shounen, Super Power",Movie,1.0,7.13,3108,Niche,Single,0,"['Action', 'Adventure', 'Sci-Fi', 'Shounen', 'Super Power']"
31229,Servamp,"Action, Comedy, Drama, Josei, Supernatural, Vampire",TV,12.0,7.12,73126,Moderate,Short,0,"['Action', 'Comedy', 'Drama', 'Josei', 'Supernatural', 'Vampire']"
6344,Shikabane Hime: Kuro Special,"Action, Adventure, Drama, Horror, Supernatural",Special,1.0,7.12,9558,Niche,Single,0,"['Action', 'Adventure', 'Drama', 'Horror', 'Supernatural']"
3332,Stop!! Hibari-kun!,Comedy,TV,35.0,7.12,1355,Niche,Long,0,['Comedy']
3574,Switch,"Action, Mystery, Police",OVA,2.0,7.12,17871,Moderate,Short,0,"['Action', 'Mystery', 'Police']"
9673,Ura Tegamibachi,Comedy,Special,25.0,7.12,3326,Niche,Standard,0,['Comedy']
5298,Yu☆Gi☆Oh! 5D's: Shinkasuru Kettou! Stardust vs. Red Demon's,"Fantasy, Game, Sci-Fi",Special,1.0,7.12,5176,Niche,Single,0,"['Fantasy', 'Game', 'Sci-Fi']"
4651,Yume no Crayon Oukoku,"Adventure, Comedy, Fantasy, Shoujo",TV,70.0,7.12,686,Niche,Very Long,0,"['Adventure', 'Comedy', 'Fantasy', 'Shoujo']"
2810,Anime Himitsu no Hanazono,"Drama, Historical, Kids, Shoujo",TV,39.0,7.11,2188,Niche,Long,0,"['Drama', 'Historical', 'Kids', 'Shoujo']"
659,Azumanga Daioh: Gekijou Tanpen,"Comedy, School, Slice of Life",Special,1.0,7.11,28941,Moderate,Single,0,"['Comedy', 'School', 'Slice of Life']"
27727,Binan Koukou Chikyuu Bouei-bu LOVE!,"Comedy, Magic, School, Slice of Life",TV,12.0,7.11,45873,Moderate,Short,0,"['Comedy', 'Magic', 'School', 'Slice of Life']"
9348,Chibi Maruko-chan: Watashi no Suki na Uta,"Comedy, Slice of Life",Movie,1.0,7.11,401,Niche,Single,0,"['Comedy', 'Slice of Life']"
18745,Chihayafuru 2: Waga Mi Yo ni Furu Nagame Seshi Ma ni,"Comedy, Josei, Slice of Life",OVA,1.0,7.11,18659,Moderate,Single,0,"['Comedy', 'Josei', 'Slice of Life']"
9200,Dae Jang Geum: Jang Geum's Dream 2,"Adventure, Comedy, Historical",TV,26.0,7.11,452,Niche,Standard,0,"['Adventure', 'Comedy', 'Historical']"
1826,Deltora Quest,"Adventure, Fantasy, Kids",TV,65.0,7.11,10591,Moderate,Very Long,0,"['Adventure', 'Fantasy', 'Kids']"
3312,Dr. Slump,"Comedy, Sci-Fi, Shounen, Slice of Life",TV,74.0,7.11,8735,Niche,Very Long,0,"['Comedy', 'Sci-Fi', 'Shounen', 'Slice of Life']"
903,Dragon Ball Z Movie 10: Kiken na Futari! Super Senshi wa Nemurenai,"Action, Adventure, Comedy, Demons, Fantasy, Martial Arts, Shounen, Super Power",Movie,1.0,7.11,54947,Moderate,Single,0,"['Action', 'Adventure', 'Comedy', 'Demons', 'Fantasy', 'Martial Arts', 'Shounen', 'Super Power']"
30925,Gatchaman Crowds Insight: Inbound,"Adventure, Sci-Fi",ONA,1.0,7.11,14786,Moderate,Single,0,"['Adventure', 'Sci-Fi']"
10947,Ghost in the Shell: Stand Alone Complex - The Laughing Man - Tachikoma no Hibi,"Comedy, Mecha, Sci-Fi",Special,1.0,7.11,3444,Niche,Single,0,"['Comedy', 'Mecha', 'Sci-Fi']"
32607,Gi(a)rlish Number,Slice of Life,TV,12.0,7.11,35072,Moderate,Short,0,['Slice of Life']
10504,Gosick Recap,"Historical, Mystery, Shounen",Special,1.0,7.11,8792,Niche,Single,0,"['Historical', 'Mystery', 'Shounen']"
14653,Hayate no Gotoku! Can't Take My Eyes Off You,"Comedy, Harem, Parody, Shounen",TV,12.0,7.11,31435,Moderate,Short,0,"['Comedy', 'Harem', 'Parody', 'Shounen']"
6554,Kawa no Hikari,"Adventure, Kids",Special,1.0,7.11,806,Niche,Single,0,"['Adventure', 'Kids']"
2157,Koutetsushin Jeeg,"Mecha, Sci-Fi",TV,13.0,7.11,3627,Niche,Standard,0,"['Mecha', 'Sci-Fi']"
31233,Lu Shidai,"Action, Adventure, Comedy, Game, Parody",ONA,14.0,7.11,1762,Niche,Standard,0,"['Action', 'Adventure', 'Comedy', 'Game', 'Parody']"
1421,Lupin III: Hemingway Paper no Nazo,"Action, Adventure, Comedy, Mystery, Shounen",Special,1.0,7.11,2819,Niche,Single,0,"['Action', 'Adventure', 'Comedy', 'Mystery', 'Shounen']"
20141,Lupin III: Princess of the Breeze - Kakusareta Kuuchuu Toshi,"Action, Adventure, Comedy, Shounen",Special,1.0,7.11,2083,Niche,Single,0,"['Action', 'Adventure', 'Comedy', 'Shounen']"
157,Mahou Sensei Negima!,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Super Power, Supernatural",TV,26.0,7.11,76253,Moderate,Standard,0,"['Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Magic', 'Romance', 'School', 'Shounen', 'Super Power', 'Supernatural']"
796,Mahoujin Guru Guru Movie,"Adventure, Comedy, Fantasy, Magic, Shounen",Movie,1.0,7.11,826,Niche,Single,0,"['Adventure', 'Comedy', 'Fantasy', 'Magic', 'Shounen']"
3837,Mashin Eiyuuden Wataru,"Adventure, Comedy, Mecha, Sci-Fi, Shounen",TV,45.0,7.11,956,Niche,Long,0,"['Adventure', 'Comedy', 'Mecha', 'Sci-Fi', 'Shounen']"
521,Mermaid Melody Pichi Pichi Pitch,"Adventure, Comedy, Magic, Romance, Shoujo",TV,52.0,7.11,32296,Moderate,Long,0,"['Adventure', 'Comedy', 'Magic', 'Romance', 'Shoujo']"
6946,Mudazumo Naki Kaikaku: The Legend of Koizumi,"Comedy, Game, Parody, Seinen",OVA,3.0,7.11,8682,Niche,Short,0,"['Comedy', 'Game', 'Parody', 'Seinen']"
10659,Naruto Soyokazeden Movie: Naruto to Mashin to Mitsu no Onegai Dattebayo!!,"Action, Comedy, Martial Arts, Shounen, Super Power",Movie,1.0,7.11,25174,Moderate,Single,0,"['Action', 'Comedy', 'Martial Arts', 'Shounen', 'Super Power']"
3424,Porphy no Nagai Tabi,"Drama, Historical, Kids, Slice of Life",TV,52.0,7.11,1335,Niche,Long,0,"['Drama', 'Historical', 'Kids', 'Slice of Life']"
941,Renkin San-kyuu Magical? Pokaan,"Comedy, Ecchi, Magic, Parody, Vampire",TV,12.0,7.11,17273,Moderate,Short,0,"['Comedy', 'Ecchi', 'Magic', 'Parody', 'Vampire']"
2713,Rockman.EXE Beast+,"Action, Adventure, Game, Mecha, Sci-Fi, Shounen",TV,26.0,7.11,3224,Niche,Standard,0,"['Action', 'Adventure', 'Game', 'Mecha', 'Sci-Fi', 'Shounen']"
11487,Sekiranun Graffiti,Music,Music,1.0,7.11,4014,Niche,Single,0,['Music']
23233,Shinmai Maou no Testament,"Action, Demons, Ecchi, Fantasy, Harem, Romance",TV,12.0,7.11,172321,Popular,Short,0,"['Action', 'Demons', 'Ecchi', 'Fantasy', 'Harem', 'Romance']"
32105,Sousei no Onmyouji,"Action, Fantasy, Shounen, Supernatural",TV,50.0,7.11,128869,Popular,Long,0,"['Action', 'Fantasy', 'Shounen', 'Supernatural']"
1857,Taiyou no Mokushiroku: A Spirit of the Sun,"Drama, Sci-Fi",Special,2.0,7.11,1433,Niche,Short,0,"['Drama', 'Sci-Fi']"
7014,Tezuka Osamu no Buddha: Akai Sabaku yo! Utsukushiku,"Drama, Historical, Military, Supernatural",Movie,1.0,7.11,4812,Niche,Single,0,"['Drama', 'Historical', 'Military', 'Supernatural']"
20969,Tezuka Osamu no Buddha: Owarinaki Tabi,"Drama, Historical, Supernatural",Movie,1.0,7.11,1468,Niche,Single,0,"['Drama', 'Historical', 'Supernatural']"
27509,Toaru Majutsu no Index 10th Anniversary PV,"Action, Comedy, Magic, Sci-Fi, Super Power",Special,1.0,7.11,5052,Niche,Single,0,"['Action', 'Comedy', 'Magic', 'Sci-Fi', 'Super Power']"
5955,Toaru Majutsu no Index-tan,"Comedy, Parody",Special,2.0,7.11,32949,Moderate,Short,0,"['Comedy', 'Parody']"
3754,Tongari Boushi no Memole,"Fantasy, Magic, Shoujo",TV,50.0,7.11,1009,Niche,Long,0,"['Fantasy', 'Magic', 'Shoujo']"
3072,Uchuu Senkan Yamato: Kanketsu-hen,"Action, Adventure, Drama, Military, Sci-Fi, Space",Movie,1.0,7.11,1609,Niche,Single,0,"['Action', 'Adventure', 'Drama', 'Military', 'Sci-Fi', 'Space']"
1514,UFO Princess Valkyrie 3: Seiresetsu no Hanayome,"Comedy, Magic, Romance, Sci-Fi",OVA,6.0,7.11,4764,Niche,Short,0,"['Comedy', 'Magic', 'Romance', 'Sci-Fi']"
15933,Vassalord.,"Action, Comedy, Fantasy, Mystery, Shounen Ai, Supernatural, Vampire",OVA,1.0,7.11,15114,Moderate,Single,0,"['Action', 'Comedy', 'Fantasy', 'Mystery', 'Shounen Ai', 'Supernatural', 'Vampire']"
5342,Asura Cryin',"Action, Mecha, Supernatural",TV,13.0,7.1,68608,Moderate,Standard,0,"['Action', 'Mecha', 'Supernatural']"
596,Chobits: Chibits,"Comedy, Romance",Special,1.0,7.1,35513,Moderate,Single,0,"['Comedy', 'Romance']"
1953,Code Geass: Hangyaku no Lelouch Picture Drama,"Comedy, School, Slice of Life",Special,9.0,7.1,33004,Moderate,Short,0,"['Comedy', 'School', 'Slice of Life']"
930,Densetsu Kyojin Ideon,"Drama, Mecha, Sci-Fi, Space",TV,39.0,7.1,5517,Niche,Long,0,"['Drama', 'Mecha', 'Sci-Fi', 'Space']"
859,Digimon Savers,"Adventure, Comedy, Drama, Fantasy, Shounen",TV,48.0,7.1,41021,Moderate,Long,0,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Shounen']"
3032,Digimon Tamers: Boukensha-tachi no Tatakai,"Adventure, Drama, Sci-Fi, Shounen",Movie,1.0,7.1,12676,Moderate,Single,0,"['Adventure', 'Drama', 'Sci-Fi', 'Shounen']"
2630,Doraemon Meets Hattori the Ninja,"Comedy, Kids, Sci-Fi, Shounen",Special,1.0,7.1,729,Niche,Single,0,"['Comedy', 'Kids', 'Sci-Fi', 'Shounen']"
116,El Hazard: The Wanderers,"Adventure, Comedy, Fantasy, Romance",TV,26.0,7.1,9289,Niche,Standard,0,"['Adventure', 'Comedy', 'Fantasy', 'Romance']"
18001,Freezing Vibration,"Action, Drama, Ecchi, Harem, Martial Arts, Military, Romance, Sci-Fi, Seinen",TV,12.0,7.1,79298,Moderate,Short,0,"['Action', 'Drama', 'Ecchi', 'Harem', 'Martial Arts', 'Military', 'Romance', 'Sci-Fi', 'Seinen']"
13411,Guilty Crown: Lost Christmas,"Action, Drama, Sci-Fi, Super Power",OVA,1.0,7.1,51604,Moderate,Single,0,"['Action', 'Drama', 'Sci-Fi', 'Super Power']"
2389,Kagaku Ninja-tai Gatchaman,"Action, Adventure, Sci-Fi, Shounen",TV,105.0,7.1,4802,Niche,Very Long,0,"['Action', 'Adventure', 'Sci-Fi', 'Shounen']"
33740,Katekyo Hitman Reborn! x ēlDLIVE Special,"Shounen, Super Power",Special,1.0,7.1,4371,Niche,Single,0,"['Shounen', 'Super Power']"
11355,"Kono Danshi, Uchuujin to Tatakaemasu.","Action, Fantasy, Shounen Ai, Super Power, Supernatural",OVA,1.0,7.1,12732,Moderate,Single,0,"['Action', 'Fantasy', 'Shounen Ai', 'Super Power', 'Supernatural']"
1184,Lost Universe,"Adventure, Comedy, Drama, Sci-Fi, Shounen, Space",TV,26.0,7.1,9293,Niche,Standard,0,"['Adventure', 'Comedy', 'Drama', 'Sci-Fi', 'Shounen', 'Space']"
3484,Maison Ikkoku: Prelude - Meguru Haru no Sakura no you ni...,"Comedy, Drama, Romance",Special,1.0,7.1,1672,Niche,Single,0,"['Comedy', 'Drama', 'Romance']"
3313,Montana Jones,"Adventure, Comedy",TV,52.0,7.1,784,Niche,Long,0,"['Adventure', 'Comedy']"
8234,Muumin,"Adventure, Comedy, Fantasy, Slice of Life",TV,65.0,7.1,2090,Niche,Very Long,0,"['Adventure', 'Comedy', 'Fantasy', 'Slice of Life']"
1869,Nana Recaps,"Comedy, Drama, Music, Romance, Shoujo, Slice of Life",Special,3.0,7.1,11447,Moderate,Short,0,"['Comedy', 'Drama', 'Music', 'Romance', 'Shoujo', 'Slice of Life']"
525,Otogizoushi,"Adventure, Drama, Fantasy, Historical",TV,26.0,7.1,10591,Moderate,Standard,0,"['Adventure', 'Drama', 'Fantasy', 'Historical']"
1122,Pokemon Advanced Generation: Rekkuu no Houmonsha Deoxys,"Action, Adventure, Comedy, Fantasy, Kids, Sci-Fi",Movie,1.0,7.1,45203,Moderate,Single,0,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Kids', 'Sci-Fi']"
4026,Pokemon Diamond & Pearl: Giratina to Sora no Hanataba Sheimi,"Action, Adventure, Fantasy, Kids",Movie,1.0,7.1,32654,Moderate,Single,0,"['Action', 'Adventure', 'Fantasy', 'Kids']"
6749,Prince of Tennis: The Band of Princes Film Kick the Future,"Action, Music",Music,1.0,7.1,3826,Niche,Single,0,"['Action', 'Music']"
10824,Ranma ½: DoCo Music Video,"Comedy, Martial Arts, Music, Slice of Life",OVA,1.0,7.1,1775,Niche,Single,0,"['Comedy', 'Martial Arts', 'Music', 'Slice of Life']"
169,Shingetsutan Tsukihime,"Action, Horror, Mystery, Romance, Super Power, Supernatural, Vampire",TV,12.0,7.1,90713,Moderate,Short,0,"['Action', 'Horror', 'Mystery', 'Romance', 'Super Power', 'Supernatural', 'Vampire']"
342,Starship Operators,"Drama, Military, Sci-Fi, Space",TV,13.0,7.1,9704,Niche,Standard,0,"['Drama', 'Military', 'Sci-Fi', 'Space']"
174,Tenjou Tenge,"Action, Comedy, Ecchi, Martial Arts, School, Shounen, Super Power",TV,24.0,7.1,103449,Popular,Standard,0,"['Action', 'Comedy', 'Ecchi', 'Martial Arts', 'School', 'Shounen', 'Super Power']"
5895,Tistou Midori no Oyayubi,"Historical, Magic",Movie,1.0,7.1,332,Niche,Single,0,"['Historical', 'Magic']"
1128,UFO Princess Valkyrie 2: Juunigatsu no Yasoukyoku,"Comedy, Romance, Sci-Fi",TV,12.0,7.1,6249,Niche,Short,0,"['Comedy', 'Romance', 'Sci-Fi']"
4415,World Destruction: Sekai Bokumetsu no Rokunin,"Adventure, Fantasy",TV,13.0,7.1,34732,Moderate,Standard,0,"['Adventure', 'Fantasy']"
1028,Arete Hime,"Fantasy, Magic",Movie,1.0,7.09,6042,Niche,Single,0,"['Fantasy', 'Magic']"
33254,Arslan Senki (TV) OVA,"Adventure, Fantasy, Historical, Shounen",OVA,2.0,7.08,9823,Niche,Short,0,"['Adventure', 'Fantasy', 'Historical', 'Shounen']"
3620,Blue Seed Omake,"Comedy, Parody",Special,14.0,7.09,1952,Niche,Standard,0,"['Comedy', 'Parody']"
1014,Chicchana Yukitsukai Sugar Specials,"Comedy, Magic, Shoujo, Slice of Life",Special,2.0,7.09,3902,Niche,Short,0,"['Comedy', 'Magic', 'Shoujo', 'Slice of Life']"
1311,Chobits Recap,"Comedy, Drama, Ecchi, Romance, Sci-Fi",Special,1.0,7.09,29986,Moderate,Single,0,"['Comedy', 'Drama', 'Ecchi', 'Romance', 'Sci-Fi']"
4646,Cobra The Animation: The Psycho-Gun,"Action, Adventure, Mecha, Sci-Fi, Space",OVA,4.0,7.09,2843,Niche,Short,0,"['Action', 'Adventure', 'Mecha', 'Sci-Fi', 'Space']"
5031,Cobra The Animation: Time Drive,"Action, Adventure, Sci-Fi, Space",OVA,2.0,7.09,2155,Niche,Short,0,"['Action', 'Adventure', 'Sci-Fi', 'Space']"
933,Dai Mahou Touge,"Comedy, Magic, Supernatural",OVA,4.0,7.09,19555,Moderate,Short,0,"['Comedy', 'Magic', 'Supernatural']"
32494,Days (TV),"School, Shounen, Sports",TV,24.0,7.09,49219,Moderate,Standard,0,"['School', 'Shounen', 'Sports']"
7643,Domo-kun,"Comedy, Kids, Slice of Life",TV,,7.09,1167,Niche,Unknown,0,"['Comedy', 'Kids', 'Slice of Life']"
892,Dragon Ball Movie 3: Makafushigi Daibouken,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen, Super Power",Movie,1.0,7.09,25740,Moderate,Single,0,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Shounen', 'Super Power']"
899,Dragon Ball Z Movie 06: Gekitotsu!! 100-oku Power no Senshi-tachi,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1.0,7.09,55789,Moderate,Single,0,"['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Shounen']"
5072,Dragonaut: The Resonance Special,"Action, Mecha, Romance, Sci-Fi, Space",Special,1.0,7.09,6311,Niche,Single,0,"['Action', 'Mecha', 'Romance', 'Sci-Fi', 'Space']"
13163,Furusato Saisei: Nihon no Mukashibanashi,"Historical, Kids, Supernatural",TV,,7.09,6820,Niche,Unknown,0,"['Historical', 'Kids', 'Supernatural']"
12225,Galaxy Angel S,"Comedy, Sci-Fi",Special,1.0,7.09,1205,Niche,Single,0,"['Comedy', 'Sci-Fi']"
2717,Ginga Tetsudou Monogatari: Eien e no Bunkiten,"Action, Adventure, Drama, Sci-Fi, Space",TV,24.0,7.09,2072,Niche,Standard,0,"['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Space']"
